Metric,Mar 2025,Mar 2026
Equity Capital,10,42
Reserves,26,292
Borrowings,13,50
  └─ Long term Borrowings,0.46,18.64
  └─ Short term Borrowings,12.81,30.44
  └─ Lease Liabilities,0.00,0.81
Other Liabilities,14,135
  └─ Trade Payables,11,124
  └─ Other liability items,3,11
Total Liabilities,63,518
Fixed Assets,11,268
  └─ Intangible Assets,0,203
CWIP,-0,-0
Investments,-0,-0
Other Assets,52,251
  └─ Inventories,15,68
  └─ Trade receivables,28,156
  └─ Cash Equivalents,2,1
  └─ Loans n Advances,6,7
  └─ Other asset items,2,18
Total Assets,63,518
