Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Equity Capital,1,1,1,11,11,11,11,11,11
Reserves,186,271,341,529,758,999,1193,1406,1573
Borrowings,1,3,3,0,0,2,2,2,2
  └─ Long term Borrowings,0.08,0.13,0.29,0.33,0.26,0.00,0.00,0.00,0.00
  └─ Short term Borrowings,0.00,2.47,2.40,0.00,0.07,0.05,0.00,0.00,0.00
  └─ Lease Liabilities,0.00,0.00,0.00,0.00,0.00,2.01,2.03,2.12,2.14
  └─ Other Borrowings,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.01,
Other Liabilities,48,53,85,120,156,140,191,181,197
  └─ Trade Payables,26,22,36,61,102,81,106,99,116
  └─ Advance from Customers,0,0,0,1,1,0,1,2,
  └─ Other liability items,21,30,49,58,53,59,85,80,81
Total Liabilities,236,327,430,660,925,1152,1396,1600,1783
Fixed Assets,102,127,166,186,296,460,636,715,760
  └─ Land,3.76,4.69,5.49,7.36,7.36,42.95,41.86,41.22,
  └─ Building,35.10,39.70,46.26,47.55,92.45,140.28,217.84,254.10,
  └─ Plant Machinery,91.58,119.55,162.15,194.83,284.01,397.33,534.62,639.55,
  └─ Equipments,2.42,2.94,3.73,4.56,0.66,0.75,2.49,3.21,
  └─ Computers,0.37,0.48,0.70,0.84,1.31,1.78,2.33,2.82,
  └─ Furniture n fittings,1.58,1.67,1.84,2.11,4.05,5.48,8.89,10.41,
  └─ Vehicles,2.20,2.86,3.90,3.07,4.13,5.26,5.59,5.99,
  └─ Intangible Assets,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.06,5.18
  └─ Other fixed assets,0.44,0.53,0.60,0.71,1.02,1.27,1.62,1.65,
  └─ Gross Block,137.45,172.42,224.67,261.03,394.99,595.10,815.24,962.01,
  └─ Accumulated Depreciation,35.10,45.44,59.10,75.19,99.24,135.01,179.13,247.48,
CWIP,2,4,3,55,44,20,57,30,118
Investments,18,75,133,232,191,353,339,381,405
Other Assets,114,121,128,187,394,318,364,474,500
  └─ Inventories,29,37,35,53,88,109,124,149,154
  └─ Trade receivables,40,60,70,74,154,146,164,203,206
  └─ Cash Equivalents,30,9,9,16,75,12,11,20,28
  └─ Loans n Advances,3,0,1,1,2,5,5,4,1
  └─ Other asset items,13,15,13,43,76,46,61,96,110
Total Assets,236,327,430,660,925,1152,1396,1600,1783
