Metric,Mar 2024,Mar 2025,Mar 2026
Equity Capital,15,30,30
Reserves,190,205,228
Borrowings,26,27,27
  └─ Short term Borrowings,6.92,6.36,6.43
  └─ Lease Liabilities,19.01,20.21,20.26
  └─ Other Borrowings,0.00,-0.01,
Other Liabilities,77,78,75
  └─ Non controlling int,1,1,2
  └─ Trade Payables,58,58,54
  └─ Advance from Customers,2,3,
  └─ Other liability items,15,16,19
Total Liabilities,307,339,359
Fixed Assets,115,113,107
  └─ Land,6.18,6.37,
  └─ Building,54.25,56.44,
  └─ Plant Machinery,50.25,54.44,
  └─ Equipments,1.74,1.89,
  └─ Computers,1.90,2.17,
  └─ Furniture n fittings,13.85,15.28,
  └─ Vehicles,5.53,7.11,
  └─ Intangible Assets,0.20,0.20,0.43
  └─ Other fixed assets,71.07,74.27,
  └─ Gross Block,204.97,218.17,
  └─ Accumulated Depreciation,90.43,104.76,
CWIP,9,15,34
Investments,0,10,10
Other Assets,183,201,209
  └─ Inventories,96,94,105
  └─ Trade receivables,53,54,50
    └─ Receivables over 6m,4,4,
    └─ Receivables under 6m,49,50,
    └─ Prov for Doubtful,-1,-0,
  └─ Cash Equivalents,15,31,20
  └─ Loans n Advances,4,6,1
  └─ Other asset items,16,17,32
Total Assets,307,339,359
