Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2433,2796,2960,3045,2908,3263,3251,3272,3060,3401,3467,3410,3536
  └─ YOY Sales Growth %,11.57%,6.71%,9.60%,15.42%,19.51%,16.69%,9.83%,7.48%,5.23%,4.23%,6.65%,4.21%,15.54%
Expenses,2080,2429,2534,2589,2498,2826,2818,2867,2719,3038,3093,3036,3150
  └─ Material Cost %,65%,70%,67%,66%,66%,69%,68%,67%,67%,70%,66%,66%,69%
  └─ Employee Cost %,7%,6%,6%,6%,6%,6%,6%,6%,7%,7%,7%,7%,7%
Operating Profit,353,367,425,456,410,437,433,406,341,364,374,374,386
OPM %,15%,13%,14%,15%,14%,13%,13%,12%,11%,11%,11%,11%,11%
Other Income,-23,24,29,24,33,30,25,146,26,18,150,-15,208
  └─ Exceptional items,-48,0,0,0,0,0,0,111,0,0,122,-48,181
  └─ Other income normal,25,24,29,24,33,30,25,35,26,18,28,33,27
Interest,8,8,8,8,11,9,14,11,10,11,9,10,15
Depreciation,124,117,122,122,123,123,127,132,144,142,150,157,158
Profit before tax,198,266,325,350,309,335,317,409,213,229,365,192,421
Tax %,28%,25%,27%,23%,26%,26%,26%,27%,24%,28%,24%,27%,25%
Net Profit,142,198,238,268,230,249,236,298,162,165,276,140,314
  └─ Exceptional items AT,-33,0,0,0,0,0,0,76,0,0,90,-33,134
  └─ Profit excl Excep,176,198,238,268,230,249,236,222,162,165,186,173,180
  └─ Profit for PE,176,198,238,268,230,249,236,222,162,165,186,173,180
  └─ Profit for EPS,142,198,238,268,230,249,236,298,162,165,276,140,314
  └─ YOY Profit Growth %,78%,50%,18%,21%,31%,26%,-1%,-17%,-30%,-34%,-21%,-22%,12%
EPS in Rs,8.34,11.61,13.96,15.68,12.55,13.61,12.87,16.30,8.83,9.00,15.11,7.66,17.17
Raw PDF,,,,,,,,,,,,,
